year: 2007,,,,,,,,,,,,
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
3,Sun,15-Sep,boxscore,Indianapolis Colts,@,Dallas Cowboys,25,24,321,2,295,1
3,Mon,16-Sep,boxscore,Pittsburgh Steelers,,Buffalo Bills,24,6,382,1,185,4
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
4,Sun,22-Sep,boxscore,Carolina Panthers,,San Francisco 49ers,23,7,389,1,300,1
4,Sun,22-Sep,boxscore,Philadelphia Eagles,@,Atlanta Falcons,33,18,318,1,391,6
4,Sun,22-Sep,boxscore,Washington Redskins,@,St. Louis Rams,17,10,257,2,285,3
4,Sun,22-Sep,boxscore,Detroit Lions,,Chicago Bears,35,16,394,1,318,2
4,Sun,22-Sep,boxscore,San Diego Chargers,@,Oakland Raiders,40,34,321,0,553,3
4,Sun,22-Sep,boxscore,Buffalo Bills,,Dallas Cowboys,10,7,224,2,192,4
4,Sun,22-Sep,boxscore,Seattle Seahawks,@,Tampa Bay Buccaneers,17,13,322,1,217,1
4,Sun,22-Sep,boxscore,Arizona Cardinals,@,New Orleans Saints,28,14,432,2,218,3
4,Sun,22-Sep,boxscore,Kansas City Chiefs,,Denver Broncos,17,14,306,1,299,2
4,Sun,22-Sep,boxscore,Minnesota Vikings,,Green Bay Packers,30,21,351,4,217,4
4,Sun,22-Sep,boxscore,New England Patriots,,Jacksonville Jaguars,28,25,353,2,442,2
4,Sun,22-Sep,boxscore,New York Giants,@,New York Jets,13,6,201,2,208,2
4,Mon,23-Sep,boxscore,Indianapolis Colts,,Miami Dolphins,10,6,277,1,190,0
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
5,Sun,29-Sep,boxscore,Pittsburgh Steelers,,Houston Oilers,30,16,309,2,273,5
5,Sun,29-Sep,boxscore,San Francisco 49ers,,Atlanta Falcons,39,17,396,0,317,4
5,Sun,29-Sep,boxscore,Denver Broncos,@,Cincinnati Bengals,14,10,402,3,253,1
5,Sun,29-Sep,boxscore,Jacksonville Jaguars,,Carolina Panthers,24,14,378,2,272,2
5,Sun,29-Sep,boxscore,Detroit Lions,@,Tampa Bay Buccaneers,27,0,350,0,226,4
5,Sun,29-Sep,boxscore,Washington Redskins,,New York Jets,31,16,396,0,443,1
5,Sun,29-Sep,boxscore,New York Giants,,Minnesota Vikings,15,10,291,0,228,2
5,Sun,29-Sep,boxscore,Arizona Cardinals,,St. Louis Rams,31,28,498,1,222,3
5,Sun,29-Sep,boxscore,Chicago Bears,,Oakland Raiders,19,17,296,0,283,4
5,Sun,29-Sep,boxscore,San Diego Chargers,,Kansas City Chiefs,22,19,313,2,315,2
5,Sun,29-Sep,boxscore,Green Bay Packers,@,Seattle Seahawks,31,10,344,0,329,5
5,Sun,29-Sep,boxscore,Baltimore Ravens,,New Orleans Saints,17,10,343,0,298,0
5,Mon,30-Sep,boxscore,Dallas Cowboys,@,Philadelphia Eagles,23,19,239,2,259,5
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
6,Sun,6-Oct,boxscore,Minnesota Vikings,,Carolina Panthers,14,12,293,2,256,6
6,Sun,6-Oct,boxscore,Buffalo Bills,,Indianapolis Colts,16,13,412,1,249,0
6,Sun,6-Oct,boxscore,New England Patriots,@,Baltimore Ravens,46,38,364,0,463,1
6,Sun,6-Oct,boxscore,Seattle Seahawks,@,Miami Dolphins,22,15,358,3,299,3
6,Sun,6-Oct,boxscore,Houston Oilers,@,Cincinnati Bengals,30,27,335,2,315,0
6,Sun,6-Oct,boxscore,San Francisco 49ers,@,St. Louis Rams,28,11,389,2,202,4
6,Sun,6-Oct,boxscore,Detroit Lions,,Atlanta Falcons,28,24,357,1,281,1
6,Sun,6-Oct,boxscore,Green Bay Packers,@,Chicago Bears,37,6,343,1,243,3
6,Sun,6-Oct,boxscore,New Orleans Saints,,Jacksonville Jaguars,17,13,197,1,382,2
6,Sun,6-Oct,boxscore,Oakland Raiders,@,New York Jets,34,13,404,1,282,2
6,Sun,6-Oct,boxscore,Denver Broncos,,San Diego Chargers,28,17,406,1,245,0
6,Mon,7-Oct,boxscore,Pittsburgh Steelers,@,Kansas City Chiefs,17,7,436,3,300,3
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
7,Sun,13-Oct,boxscore,Houston Oilers,@,Atlanta Falcons,23,13,320,1,323,2
7,Sun,13-Oct,boxscore,Miami Dolphins,@,Buffalo Bills,21,7,239,0,296,4
7,Sun,13-Oct,boxscore,Dallas Cowboys,,Arizona Cardinals,17,3,324,1,178,1
7,Sun,13-Oct,boxscore,Pittsburgh Steelers,,Cincinnati Bengals,20,10,306,2,252,2
7,Sun,13-Oct,boxscore,Philadelphia Eagles,@,New York Giants,19,10,304,0,150,2
7,Sun,13-Oct,boxscore,Carolina Panthers,,St. Louis Rams,45,13,361,1,219,3
7,Sun,13-Oct,boxscore,Washington Redskins,@,New England Patriots,27,22,384,0,382,1
7,Sun,13-Oct,boxscore,Indianapolis Colts,,Baltimore Ravens,26,21,255,0,325,1
7,Sun,13-Oct,boxscore,Oakland Raiders,,Detroit Lions,37,21,419,0,396,2
7,Sun,13-Oct,boxscore,Tampa Bay Buccaneers,,Minnesota Vikings,24,13,284,0,394,3
7,Sun,13-Oct,boxscore,New Orleans Saints,,Chicago Bears,27,24,423,4,327,1
7,Sun,13-Oct,boxscore,Jacksonville Jaguars,,New York Jets,21,17,289,0,367,2
7,Mon,14-Oct,boxscore,Green Bay Packers,,San Francisco 49ers,23,20,446,2,253,2
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
8,Thu,17-Oct,boxscore,Kansas City Chiefs,,Seattle Seahawks,34,16,340,1,323,1
8,Sun,20-Oct,boxscore,Carolina Panthers,,New Orleans Saints,19,7,314,0,174,2
8,Sun,20-Oct,boxscore,Houston Oilers,,Pittsburgh Steelers,23,13,328,2,275,2
8,Sun,20-Oct,boxscore,Denver Broncos,,Baltimore Ravens,45,34,548,1,392,1
8,Sun,20-Oct,boxscore,Arizona Cardinals,,Tampa Bay Buccaneers,13,9,237,0,313,0
8,Sun,20-Oct,boxscore,New England Patriots,@,Indianapolis Colts,27,9,222,2,364,4
8,Sun,20-Oct,boxscore,Buffalo Bills,@,New York Jets,25,22,333,1,317,4
8,Sun,20-Oct,boxscore,Washington Redskins,,New York Giants,31,21,330,1,394,2
8,Sun,20-Oct,boxscore,Philadelphia Eagles,,Miami Dolphins,35,28,419,1,347,1
8,Sun,20-Oct,boxscore,San Francisco 49ers,,Cincinnati Bengals,28,21,418,5,345,1
8,Sun,20-Oct,boxscore,Dallas Cowboys,,Atlanta Falcons,32,28,306,2,369,0
8,Sun,20-Oct,boxscore,St. Louis Rams,,Jacksonville Jaguars,17,14,204,1,538,6
8,Mon,21-Oct,boxscore,Oakland Raiders,@,San Diego Chargers,23,14,310,1,282,3
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
9,Sun,27-Oct,boxscore,Green Bay Packers,,Tampa Bay Buccaneers,13,7,298,2,196,2
9,Sun,27-Oct,boxscore,New York Giants,@,Detroit Lions,35,7,335,2,252,6
9,Sun,27-Oct,boxscore,San Francisco 49ers,@,Houston Oilers,10,9,238,0,184,2
9,Sun,27-Oct,boxscore,Dallas Cowboys,@,Miami Dolphins,29,10,482,0,221,3
9,Sun,27-Oct,boxscore,Baltimore Ravens,,St. Louis Rams,37,31,478,4,486,4
9,Sun,27-Oct,boxscore,New York Jets,@,Arizona Cardinals,31,21,454,3,353,1
9,Sun,27-Oct,boxscore,Washington Redskins,,Indianapolis Colts,31,16,388,1,298,1
9,Sun,27-Oct,boxscore,Denver Broncos,,Kansas City Chiefs,34,7,499,3,232,2
9,Sun,27-Oct,boxscore,Cincinnati Bengals,,Jacksonville Jaguars,28,21,267,0,338,2
9,Sun,27-Oct,boxscore,Seattle Seahawks,,San Diego Chargers,32,13,404,1,322,5
9,Sun,27-Oct,boxscore,Philadelphia Eagles,,Carolina Panthers,20,9,359,1,300,2
9,Sun,27-Oct,boxscore,New England Patriots,,Buffalo Bills,28,25,417,1,337,1
9,Sun,27-Oct,boxscore,Pittsburgh Steelers,@,Atlanta Falcons,20,17,311,0,301,1
9,Mon,28-Oct,boxscore,Chicago Bears,@,Minnesota Vikings,15,13,276,2,279,2
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
10,Sun,3-Nov,boxscore,Cincinnati Bengals,@,Baltimore Ravens,24,21,433,2,371,4
10,Sun,3-Nov,boxscore,Green Bay Packers,,Detroit Lions,28,18,355,1,293,0
10,Sun,3-Nov,boxscore,San Diego Chargers,@,Indianapolis Colts,26,19,312,0,264,5
10,Sun,3-Nov,boxscore,Chicago Bears,,Tampa Bay Buccaneers,13,10,269,1,245,2
10,Sun,3-Nov,boxscore,Buffalo Bills,,Washington Redskins,38,13,476,0,234,2
10,Sun,3-Nov,boxscore,San Francisco 49ers,@,New Orleans Saints,24,17,306,0,293,3
10,Sun,3-Nov,boxscore,Kansas City Chiefs,@,Minnesota Vikings,21,6,359,1,258,2
10,Sun,3-Nov,boxscore,Seattle Seahawks,,Houston Oilers,23,16,342,1,353,1
10,Sun,3-Nov,boxscore,New England Patriots,,Miami Dolphins,42,23,468,4,430,3
10,Sun,3-Nov,boxscore,Pittsburgh Steelers,,St. Louis Rams,42,6,348,1,201,3
10,Sun,3-Nov,boxscore,Philadelphia Eagles,@,Dallas Cowboys,31,21,347,0,296,2
10,Sun,3-Nov,boxscore,New York Giants,,Arizona Cardinals,16,8,279,0,245,2
10,Sun,3-Nov,boxscore,Atlanta Falcons,,Carolina Panthers,20,17,313,2,347,3
10,Mon,4-Nov,boxscore,Denver Broncos,@,Oakland Raiders,22,21,312,1,321,0
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
11,Sun,10-Nov,boxscore,Carolina Panthers,,New York Giants,27,17,350,1,289,4
11,Sun,10-Nov,boxscore,Jacksonville Jaguars,,Baltimore Ravens,30,27,418,2,387,3
11,Sun,10-Nov,boxscore,Cincinnati Bengals,,Pittsburgh Steelers,34,24,372,3,317,4
11,Sun,10-Nov,boxscore,Seattle Seahawks,,Minnesota Vikings,42,23,452,1,315,4
11,Sun,10-Nov,boxscore,Tampa Bay Buccaneers,,Oakland Raiders,20,17,339,2,271,1
11,Sun,10-Nov,boxscore,Houston Oilers,@,New Orleans Saints,31,14,309,1,227,2
11,Sun,10-Nov,boxscore,Denver Broncos,,Chicago Bears,17,12,284,0,346,3
11,Sun,10-Nov,boxscore,Dallas Cowboys,@,San Francisco 49ers,20,17,316,1,267,3
11,Sun,10-Nov,boxscore,St. Louis Rams,,Atlanta Falcons,59,16,464,1,292,3
11,Sun,10-Nov,boxscore,New England Patriots,@,New York Jets,31,27,343,3,422,1
11,Sun,10-Nov,boxscore,Kansas City Chiefs,,Green Bay Packers,27,20,383,0,364,2
11,Sun,10-Nov,boxscore,Arizona Cardinals,@,Washington Redskins,37,34,615,5,416,2
11,Sun,10-Nov,boxscore,Miami Dolphins,,Indianapolis Colts,37,13,307,0,293,2
11,Sun,10-Nov,boxscore,Buffalo Bills,@,Philadelphia Eagles,24,17,252,2,385,1
11,Mon,11-Nov,boxscore,San Diego Chargers,,Detroit Lions,27,21,406,0,222,1
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
12,Sun,17-Nov,boxscore,Tampa Bay Buccaneers,@,San Diego Chargers,25,17,423,3,277,3
12,Sun,17-Nov,boxscore,Minnesota Vikings,@,Oakland Raiders,16,13,445,2,237,1
12,Sun,17-Nov,boxscore,San Francisco 49ers,,Baltimore Ravens,38,20,372,4,268,3
12,Sun,17-Nov,boxscore,Pittsburgh Steelers,,Jacksonville Jaguars,28,3,198,1,239,4
12,Sun,17-Nov,boxscore,Atlanta Falcons,,New Orleans Saints,17,15,293,1,270,3
12,Sun,17-Nov,boxscore,Miami Dolphins,@,Houston Oilers,23,20,303,2,261,1
12,Sun,17-Nov,boxscore,Carolina Panthers,@,St. Louis Rams,20,10,255,2,243,1
12,Sun,17-Nov,boxscore,Detroit Lions,,Seattle Seahawks,17,16,285,1,378,1
12,Sun,17-Nov,boxscore,Denver Broncos,@,New England Patriots,34,8,422,1,218,1
12,Sun,17-Nov,boxscore,Indianapolis Colts,,New York Jets,34,29,303,3,419,5
12,Sun,17-Nov,boxscore,Arizona Cardinals,,New York Giants,31,23,347,3,331,4
12,Sun,17-Nov,boxscore,Washington Redskins,@,Philadelphia Eagles,26,21,300,1,364,2
12,Sun,17-Nov,boxscore,Kansas City Chiefs,,Chicago Bears,14,10,300,2,256,2
12,Sun,17-Nov,boxscore,Buffalo Bills,,Cincinnati Bengals,31,17,308,2,224,4
12,Mon,18-Nov,boxscore,Dallas Cowboys,,Green Bay Packers,21,6,317,0,254,0
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
13,Sun,24-Nov,boxscore,Tampa Bay Buccaneers,,New Orleans Saints,13,7,381,2,242,4
13,Sun,24-Nov,boxscore,New England Patriots,,Indianapolis Colts,27,13,429,0,291,2
13,Sun,24-Nov,boxscore,Buffalo Bills,,New York Jets,35,10,348,2,341,5
13,Sun,24-Nov,boxscore,Green Bay Packers,@,St. Louis Rams,24,9,243,2,230,3
13,Sun,24-Nov,boxscore,San Diego Chargers,@,Kansas City Chiefs,28,14,380,0,434,2
13,Sun,24-Nov,boxscore,Denver Broncos,@,Minnesota Vikings,21,17,388,3,296,2
13,Sun,24-Nov,boxscore,San Francisco 49ers,@,Washington Redskins,19,16,392,1,360,0
13,Sun,24-Nov,boxscore,Chicago Bears,,Detroit Lions,31,14,358,2,322,3
13,Sun,24-Nov,boxscore,Arizona Cardinals,,Philadelphia Eagles,36,30,447,1,359,2
13,Sun,24-Nov,boxscore,New York Giants,,Dallas Cowboys,20,6,215,1,305,5
13,Sun,24-Nov,boxscore,Cincinnati Bengals,,Atlanta Falcons,41,31,463,0,417,4
13,Sun,24-Nov,boxscore,Oakland Raiders,@,Seattle Seahawks,27,21,349,1,296,1
13,Sun,24-Nov,boxscore,Jacksonville Jaguars,@,Baltimore Ravens,28,25,374,2,460,2
13,Sun,24-Nov,boxscore,Carolina Panthers,@,Houston Oilers,31,6,254,1,271,4
13,Mon,25-Nov,boxscore,Pittsburgh Steelers,@,Miami Dolphins,24,17,381,3,312,1
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
14,Thu,28-Nov,boxscore,Kansas City Chiefs,@,Detroit Lions,28,24,338,1,318,3
14,Thu,28-Nov,boxscore,Dallas Cowboys,,Washington Redskins,21,10,247,1,209,3
14,Sun,1-Dec,boxscore,St. Louis Rams,@,New Orleans Saints,26,10,312,2,228,1
14,Sun,1-Dec,boxscore,Jacksonville Jaguars,,Cincinnati Bengals,30,27,422,0,485,2
14,Sun,1-Dec,boxscore,Oakland Raiders,,Miami Dolphins,17,7,314,1,315,4
14,Sun,1-Dec,boxscore,Green Bay Packers,,Chicago Bears,28,17,342,0,292,1
14,Sun,1-Dec,boxscore,Philadelphia Eagles,,New York Giants,24,0,410,3,121,4
14,Sun,1-Dec,boxscore,New England Patriots,@,San Diego Chargers,45,7,313,0,236,6
14,Sun,1-Dec,boxscore,Carolina Panthers,,Tampa Bay Buccaneers,24,0,215,0,284,4
14,Sun,1-Dec,boxscore,Baltimore Ravens,,Pittsburgh Steelers,31,17,372,1,333,1
14,Sun,1-Dec,boxscore,Indianapolis Colts,,Buffalo Bills,13,10,288,0,307,3
14,Sun,1-Dec,boxscore,Houston Oilers,@,New York Jets,35,10,385,1,264,3
14,Sun,1-Dec,boxscore,Minnesota Vikings,,Arizona Cardinals,41,17,412,0,280,3
14,Sun,1-Dec,boxscore,Denver Broncos,,Seattle Seahawks,34,7,441,0,277,3
14,Mon,2-Dec,boxscore,San Francisco 49ers,@,Atlanta Falcons,34,10,466,2,178,4
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
15,Thu,5-Dec,boxscore,Indianapolis Colts,,Philadelphia Eagles,37,10,361,0,330,3
15,Sun,8-Dec,boxscore,Tampa Bay Buccaneers,,Washington Redskins,24,10,301,0,247,2
15,Sun,8-Dec,boxscore,Pittsburgh Steelers,,San Diego Chargers,16,3,327,4,148,4
15,Sun,8-Dec,boxscore,New England Patriots,,New York Jets,34,10,367,1,244,2
15,Sun,8-Dec,boxscore,Carolina Panthers,@,San Francisco 49ers,30,24,382,0,450,4
15,Sun,8-Dec,boxscore,Dallas Cowboys,@,Arizona Cardinals,10,6,334,2,347,4
15,Sun,8-Dec,boxscore,Green Bay Packers,,Denver Broncos,41,6,379,2,176,3
15,Sun,8-Dec,boxscore,Atlanta Falcons,@,New Orleans Saints,31,15,304,3,251,2
15,Sun,8-Dec,boxscore,Jacksonville Jaguars,@,Houston Oilers,23,17,279,1,361,4
15,Sun,8-Dec,boxscore,Cincinnati Bengals,,Baltimore Ravens,21,14,360,0,322,1
15,Sun,8-Dec,boxscore,Minnesota Vikings,@,Detroit Lions,24,22,289,0,380,0
15,Sun,8-Dec,boxscore,Seattle Seahawks,,Buffalo Bills,26,18,302,0,391,5
15,Sun,8-Dec,boxscore,Chicago Bears,,St. Louis Rams,35,9,384,1,323,2
15,Sun,8-Dec,boxscore,New York Giants,@,Miami Dolphins,17,7,280,1,294,2
15,Mon,9-Dec,boxscore,Oakland Raiders,,Kansas City Chiefs,26,7,315,0,169,1
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
16,Sat,14-Dec,boxscore,Chicago Bears,,San Diego Chargers,27,14,294,0,283,1
16,Sat,14-Dec,boxscore,Philadelphia Eagles,@,New York Jets,21,20,323,4,244,5
16,Sun,15-Dec,boxscore,Dallas Cowboys,,New England Patriots,12,6,251,2,279,4
16,Sun,15-Dec,boxscore,Arizona Cardinals,,Washington Redskins,27,26,299,2,329,1
16,Sun,15-Dec,boxscore,Carolina Panthers,,Baltimore Ravens,27,16,350,2,319,3
16,Sun,15-Dec,boxscore,Indianapolis Colts,@,Kansas City Chiefs,24,19,311,0,357,1
16,Sun,15-Dec,boxscore,Cincinnati Bengals,@,Houston Oilers,21,13,205,0,341,4
16,Sun,15-Dec,boxscore,San Francisco 49ers,@,Pittsburgh Steelers,25,15,288,0,368,3
16,Sun,15-Dec,boxscore,Green Bay Packers,@,Detroit Lions,31,3,336,1,265,1
16,Sun,15-Dec,boxscore,Denver Broncos,,Oakland Raiders,24,19,285,3,255,4
16,Sun,15-Dec,boxscore,New Orleans Saints,@,New York Giants,17,3,261,3,138,4
16,Sun,15-Dec,boxscore,Minnesota Vikings,,Tampa Bay Buccaneers,21,10,339,4,169,2
16,Sun,15-Dec,boxscore,Jacksonville Jaguars,,Seattle Seahawks,20,13,351,0,306,1
16,Sun,15-Dec,boxscore,St. Louis Rams,@,Atlanta Falcons,34,27,480,4,423,7
16,Mon,16-Dec,boxscore,Miami Dolphins,,Buffalo Bills,16,14,394,0,274,2
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
17,Sat,21-Dec,boxscore,New England Patriots,@,New York Giants,23,22,308,2,296,1
17,Sat,21-Dec,boxscore,St. Louis Rams,,New Orleans Saints,14,13,187,3,241,1
17,Sun,22-Dec,boxscore,Miami Dolphins,@,New York Jets,31,28,416,1,278,2
17,Sun,22-Dec,boxscore,Buffalo Bills,,Kansas City Chiefs,20,9,335,3,249,3
17,Sun,22-Dec,boxscore,San Diego Chargers,,Denver Broncos,16,10,244,3,214,4
17,Sun,22-Dec,boxscore,Tampa Bay Buccaneers,,Chicago Bears,34,19,181,0,339,2
17,Sun,22-Dec,boxscore,Carolina Panthers,,Pittsburgh Steelers,18,14,227,2,265,2
17,Sun,22-Dec,boxscore,Philadelphia Eagles,,Arizona Cardinals,29,19,343,2,229,2
17,Sun,22-Dec,boxscore,Cincinnati Bengals,,Indianapolis Colts,31,24,441,3,266,2
17,Sun,22-Dec,boxscore,Houston Oilers,@,Baltimore Ravens,24,21,351,0,377,2
17,Sun,22-Dec,boxscore,Washington Redskins,,Dallas Cowboys,37,10,483,1,235,2
17,Sun,22-Dec,boxscore,Jacksonville Jaguars,,Atlanta Falcons,19,17,357,0,309,0
17,Sun,22-Dec,boxscore,Green Bay Packers,,Minnesota Vikings,38,10,440,2,252,2
17,Sun,22-Dec,boxscore,Seattle Seahawks,@,Oakland Raiders,28,21,129,2,356,7
17,Mon,23-Dec,boxscore,San Francisco 49ers,,Detroit Lions,24,14,281,0,277,0
,,Playoffs,,,,,,,,,,
WildCard,Sat,28-Dec,boxscore,Dallas Cowboys,,Minnesota Vikings,40,15,438,2,268,6
WildCard,Sat,28-Dec,boxscore,Jacksonville Jaguars,@,Buffalo Bills,30,27,409,2,308,3
WildCard,Sun,29-Dec,boxscore,Pittsburgh Steelers,,Indianapolis Colts,42,14,407,3,146,2
WildCard,Sun,29-Dec,boxscore,San Francisco 49ers,,Philadelphia Eagles,14,0,279,0,283,3
Division,Sat,4-Jan,boxscore,Green Bay Packers,,San Francisco 49ers,35,14,210,1,196,5
Division,Sat,4-Jan,boxscore,Jacksonville Jaguars,@,Denver Broncos,30,27,443,0,351,0
Division,Sun,5-Jan,boxscore,New England Patriots,,Pittsburgh Steelers,28,3,346,2,213,2
Division,Sun,5-Jan,boxscore,Carolina Panthers,,Dallas Cowboys,26,17,227,2,244,3
ConfChamp,Sun,12-Jan,boxscore,Green Bay Packers,,Carolina Panthers,30,13,479,2,251,3
ConfChamp,Sun,12-Jan,boxscore,New England Patriots,,Jacksonville Jaguars,20,6,234,2,289,4
SuperBowl,Sun,26-Jan,boxscore,Green Bay Packers,N,New England Patriots,35,21,323,0,257,4
,,,,,,,,,,,,
year: 1995,,,,,,,,,,,,
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
1,Sun,3-Sep,boxscore,Atlanta Falcons,,Carolina Panthers,23,20,391,3,312,1
1,Sun,3-Sep,boxscore,Miami Dolphins,,New York Jets,52,14,362,4,259,6
1,Sun,3-Sep,boxscore,Kansas City Chiefs,@,Seattle Seahawks,34,10,419,0,342,2
1,Sun,3-Sep,boxscore,Houston Oilers,@,Jacksonville Jaguars,10,3,240,1,146,2
1,Sun,3-Sep,boxscore,Denver Broncos,,Buffalo Bills,22,7,439,1,234,0
1,Sun,3-Sep,boxscore,St. Louis Rams,@,Green Bay Packers,17,14,187,0,315,3
1,Sun,3-Sep,boxscore,San Francisco 49ers,@,New Orleans Saints,24,22,436,3,278,2
1,Sun,3-Sep,boxscore,Pittsburgh Steelers,,Detroit Lions,23,20,354,4,302,1
1,Sun,3-Sep,boxscore,Cincinnati Bengals,@,Indianapolis Colts,24,21,336,1,390,3
1,Sun,3-Sep,boxscore,Oakland Raiders,,San Diego Chargers,17,7,247,0,371,3
1,Sun,3-Sep,boxscore,New England Patriots,,Cleveland Browns,17,14,427,0,301,1
1,Sun,3-Sep,boxscore,Tampa Bay Buccaneers,@,Philadelphia Eagles,21,6,285,1,273,2
1,Sun,3-Sep,boxscore,Chicago Bears,,Minnesota Vikings,31,14,397,1,348,1
1,Sun,3-Sep,boxscore,Washington Redskins,,Arizona Cardinals,27,7,456,2,197,4
1,Mon,4-Sep,boxscore,Dallas Cowboys,@,New York Giants,35,0,461,1,211,1
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
2,Sun,10-Sep,boxscore,Minnesota Vikings,,Detroit Lions,20,10,380,1,326,1
2,Sun,10-Sep,boxscore,Philadelphia Eagles,@,Arizona Cardinals,31,19,338,1,274,2
2,Sun,10-Sep,boxscore,Indianapolis Colts,@,New York Jets,27,24,361,3,344,3
2,Sun,10-Sep,boxscore,Cleveland Browns,,Tampa Bay Buccaneers,22,6,323,1,311,4
2,Sun,10-Sep,boxscore,Dallas Cowboys,,Denver Broncos,31,21,358,1,287,2
2,Sun,10-Sep,boxscore,Cincinnati Bengals,,Jacksonville Jaguars,24,17,346,2,259,2
2,Sun,10-Sep,boxscore,Kansas City Chiefs,,New York Giants,20,17,333,2,238,2
2,Sun,10-Sep,boxscore,San Francisco 49ers,,Atlanta Falcons,41,10,489,1,267,3
2,Sun,10-Sep,boxscore,San Diego Chargers,,Seattle Seahawks,14,10,397,2,209,2
2,Sun,10-Sep,boxscore,Oakland Raiders,@,Washington Redskins,20,8,358,1,358,3
2,Sun,10-Sep,boxscore,St. Louis Rams,,New Orleans Saints,17,13,322,0,308,2
2,Sun,10-Sep,boxscore,Pittsburgh Steelers,@,Houston Oilers,34,17,250,1,216,3
2,Sun,10-Sep,boxscore,Miami Dolphins,@,New England Patriots,20,3,406,3,292,3
2,Sun,10-Sep,boxscore,Buffalo Bills,,Carolina Panthers,31,9,348,3,113,1
2,Mon,11-Sep,boxscore,Green Bay Packers,@,Chicago Bears,27,24,431,1,243,2
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
3,Sun,17-Sep,boxscore,Kansas City Chiefs,,Oakland Raiders,23,17,262,1,344,3
3,Sun,17-Sep,boxscore,San Diego Chargers,@,Philadelphia Eagles,27,21,270,1,319,2
3,Sun,17-Sep,boxscore,New York Jets,,Jacksonville Jaguars,27,10,375,1,251,3
3,Sun,17-Sep,boxscore,Cleveland Browns,@,Houston Oilers,14,7,270,0,327,4
3,Sun,17-Sep,boxscore,Buffalo Bills,,Indianapolis Colts,20,14,261,1,296,1
3,Sun,17-Sep,boxscore,Green Bay Packers,,New York Giants,14,6,198,0,303,1
3,Sun,17-Sep,boxscore,Chicago Bears,@,Tampa Bay Buccaneers,25,6,335,2,239,7
3,Sun,17-Sep,boxscore,Atlanta Falcons,@,New Orleans Saints,27,24,461,1,410,1
3,Sun,17-Sep,boxscore,Seattle Seahawks,,Cincinnati Bengals,24,21,406,1,401,1
3,Sun,17-Sep,boxscore,Arizona Cardinals,@,Detroit Lions,20,17,230,0,358,3
3,Sun,17-Sep,boxscore,Denver Broncos,,Washington Redskins,38,31,476,0,354,1
3,Sun,17-Sep,boxscore,San Francisco 49ers,,New England Patriots,28,3,363,1,302,4
3,Sun,17-Sep,boxscore,Dallas Cowboys,@,Minnesota Vikings,23,17,387,2,252,1
3,Sun,17-Sep,boxscore,St. Louis Rams,@,Carolina Panthers,31,10,318,0,294,7
3,Mon,18-Sep,boxscore,Miami Dolphins,,Pittsburgh Steelers,23,10,256,0,366,5
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
4,Sun,24-Sep,boxscore,Tampa Bay Buccaneers,,Washington Redskins,14,6,236,1,311,2
4,Sun,24-Sep,boxscore,Cleveland Browns,,Kansas City Chiefs,35,17,345,1,322,2
4,Sun,24-Sep,boxscore,Green Bay Packers,@,Jacksonville Jaguars,24,14,322,1,201,0
4,Sun,24-Sep,boxscore,San Diego Chargers,,Denver Broncos,17,6,334,1,246,0
4,Sun,24-Sep,boxscore,New York Giants,,New Orleans Saints,45,29,474,1,322,2
4,Sun,24-Sep,boxscore,Oakland Raiders,,Philadelphia Eagles,48,17,439,4,236,5
